Session_Time,Participant,Group,Type,Phasic_Mean,Tonic_Mean
2024-03-19 09:42:20.689432,8ca9ujvu,GroupB,Baseline,-0.597619979120752,6292.652912462023
2024-03-19 09:42:20.689432,8ca9ujvu,GroupB,Window 1,-1.3350761565801346,9076.704114961485
2024-03-19 09:42:20.689432,8ca9ujvu,GroupB,Window 2,2.4700238992383574,9688.854528194044
2024-03-19 09:42:20.689432,8ca9ujvu,GroupB,Window 3,-1.6272304038279897,8057.675002044513
2024-03-19 09:42:20.689432,8ca9ujvu,GroupB,Window 4,0.20695878954272065,6679.841251516005
2024-03-19 09:43:32.701677,12jbb73p,GroupB,Baseline,0.0070147569176953195,916.240071072332
2024-03-19 09:43:32.701677,12jbb73p,GroupB,Window 1,-0.14875385750467718,851.4926907582009
2024-03-19 09:43:32.701677,12jbb73p,GroupB,Window 2,-0.1372286275965292,381.25905542576965
2024-03-19 09:43:32.701677,12jbb73p,GroupB,Window 3,0.06075055606888814,168.15734446595144
2024-03-19 09:43:32.701677,12jbb73p,GroupB,Window 4,-0.07045607040050755,267.52179723885996
2024-03-19 09:44:30.428158,hlor9ppp,GroupB,Baseline,-0.28622601335813785,2408.8522610133004
2024-03-19 09:44:30.428158,hlor9ppp,GroupB,Window 1,0.5116910985817318,2410.940514300413
2024-03-19 09:44:30.428158,hlor9ppp,GroupB,Window 2,-0.39896127788704544,2413.9939892506104
2024-03-19 09:44:30.428158,hlor9ppp,GroupB,Window 3,0.6881590162892769,2253.3299248497
2024-03-19 09:44:30.428158,hlor9ppp,GroupB,Window 4,-0.15878824856859,2386.3458310564365
2024-03-19 09:45:10.150477,43kikdm9,GroupB,Baseline,0.0012990751992384023,65532.71395278251
2024-03-19 09:45:10.150477,43kikdm9,GroupB,Window 1,0.0005921582681802039,65532.69742405289
2024-03-19 09:45:10.150477,43kikdm9,GroupB,Window 2,8.99841538560919e-06,65532.763665753235
2024-03-19 09:45:10.150477,43kikdm9,GroupB,Window 3,0.000657132317503709,65532.78780746198
2024-03-19 09:45:10.150477,43kikdm9,GroupB,Window 4,-0.002257694825146674,65532.73280760596
2024-03-19 09:45:42.621854,rojfnac5,GroupB,Baseline,-0.6472216009614291,58143.35580689712
2024-03-19 09:45:42.621854,rojfnac5,GroupB,Window 1,-0.9856068716511208,60678.82872881067
2024-03-19 09:45:42.621854,rojfnac5,GroupB,Window 2,0.19159520351598153,62311.98617795703
2024-03-19 09:45:42.621854,rojfnac5,GroupB,Window 3,-0.8679823794068628,65459.599963017536
2024-03-19 09:45:42.621854,rojfnac5,GroupB,Window 4,0.00044444186378005536,65512.35089151898
2024-03-19 09:46:10.461256,gwh4lqry,GroupB,Baseline,0.06745618600830387,2764.7386063543454
2024-03-19 09:46:10.461256,gwh4lqry,GroupB,Window 1,0.07992249810948235,2721.9997582357505
2024-03-19 09:46:10.461256,gwh4lqry,GroupB,Window 2,0.06603263262638771,2741.6323289057227
2024-03-19 09:46:10.461256,gwh4lqry,GroupB,Window 3,0.027667687913721904,2727.6899677712204
2024-03-19 09:46:10.461256,gwh4lqry,GroupB,Window 4,-0.25827623283922563,3067.7970389898765
