Session_Time,Participant,Group,Type,Phasic_Mean,Tonic_Mean
2024-03-19 15:36:14.193903,t76jpd8d,GroupB,Baseline,3.4717695075616306,37831.767160134084
2024-03-19 15:36:14.193903,t76jpd8d,GroupB,Window 1,2.0541139507624164,25099.694766135603
2024-03-19 15:36:14.193903,t76jpd8d,GroupB,Window 2,-5.121740100654237,27988.591954015737
2024-03-19 15:36:14.193903,t76jpd8d,GroupB,Window 3,3.118148695705846,35521.50159948692
2024-03-19 15:36:14.193903,t76jpd8d,GroupB,Window 4,1.2535403540723484,43432.558817788784
2024-03-19 15:36:14.193903,t76jpd8d,GroupB,Window 5,-18.46245011989963,39929.55078818185
2024-03-19 15:36:14.193903,t76jpd8d,GroupB,Window 6,13.848145615324917,44079.76497949861
2024-03-19 15:36:33.242499,lyv3gwkg,GroupB,Baseline,-5.333029738221159,29758.980648058325
2024-03-19 15:36:33.242499,lyv3gwkg,GroupB,Window 1,-2.38698170727088,29903.157690946377
2024-03-19 15:36:33.242499,lyv3gwkg,GroupB,Window 2,-2.1111814643555746,21498.947353297423
2024-03-19 15:36:33.242499,lyv3gwkg,GroupB,Window 3,1.9471511306187383,20923.29604987987
2024-03-19 15:36:33.242499,lyv3gwkg,GroupB,Window 4,4.632945262107218,19197.81374262961
2024-03-19 15:36:33.242499,lyv3gwkg,GroupB,Window 5,-1.5530395669865953,16573.10374597175
2024-03-19 15:36:33.242499,lyv3gwkg,GroupB,Window 6,-1.7741182243130251,15907.759434129635
2024-03-19 15:36:50.289723,lfa1lork,GroupB,Baseline,0.10735466233996986,1639.841346732075
2024-03-19 15:36:50.289723,lfa1lork,GroupB,Window 1,-0.5276879799953678,1783.5483070253624
2024-03-19 15:36:50.289723,lfa1lork,GroupB,Window 2,1.3893582079976008,1733.5079712838372
2024-03-19 15:36:50.289723,lfa1lork,GroupB,Window 3,-0.43966461493896886,1851.3031206322596
2024-03-19 15:36:50.289723,lfa1lork,GroupB,Window 4,0.2914127389308728,1739.1763354511124
2024-03-19 15:36:50.289723,lfa1lork,GroupB,Window 5,-0.017794546616429985,1804.8038851326373
2024-03-19 15:36:50.289723,lfa1lork,GroupB,Window 6,-0.11150201746434735,1792.2114012289167
2024-03-19 15:37:03.803322,c7evkz8e,GroupB,Baseline,0.6733777936223185,1422.8560011977463
2024-03-19 15:37:03.803322,c7evkz8e,GroupB,Window 1,-0.07161360365335571,1394.04589223866
2024-03-19 15:37:03.803322,c7evkz8e,GroupB,Window 2,0.13299610356573488,1460.051385077535
2024-03-19 15:37:03.803322,c7evkz8e,GroupB,Window 3,0.03508078550348865,1556.663678918769
2024-03-19 15:37:03.803322,c7evkz8e,GroupB,Window 4,0.2209397726869049,1433.39105135535
2024-03-19 15:37:03.803322,c7evkz8e,GroupB,Window 5,-0.17561348428642498,1228.1398167465338
2024-03-19 15:37:03.803322,c7evkz8e,GroupB,Window 6,-0.1502356907758399,1391.2716838586205
2024-03-19 15:37:16.200957,n81us8iu,GroupB,Baseline,-0.0006377135025217308,65532.78498764643
2024-03-19 15:37:16.200957,n81us8iu,GroupB,Window 1,0.00048065469368093546,65532.943651112895
2024-03-19 15:37:16.200957,n81us8iu,GroupB,Window 2,-0.0005912373249153,65533.028456268716
2024-03-19 15:37:16.200957,n81us8iu,GroupB,Window 3,-8.80149449867719e-05,65532.996790997546
2024-03-19 15:37:16.200957,n81us8iu,GroupB,Window 4,0.00012289841261112815,65532.99983048318
2024-03-19 15:37:16.200957,n81us8iu,GroupB,Window 5,-0.0015480113828346292,65532.93590889988
2024-03-19 15:37:16.200957,n81us8iu,GroupB,Window 6,0.0020326038991321,65532.94696966927
2024-03-19 15:37:31.650039,h40ep8k0,GroupB,Baseline,-0.7006888825079426,31898.87049626628
2024-03-19 15:37:31.650039,h40ep8k0,GroupB,Window 1,-3.647215508588428,31498.059967956215
2024-03-19 15:37:31.650039,h40ep8k0,GroupB,Window 2,-13.910120176138253,30803.06851515679
2024-03-19 15:37:31.650039,h40ep8k0,GroupB,Window 3,25.3966375272718,28870.669539672275
2024-03-19 15:37:31.650039,h40ep8k0,GroupB,Window 4,-10.05802146622019,30664.54615019063
2024-03-19 15:37:31.650039,h40ep8k0,GroupB,Window 5,-21.46779369041216,29315.710112600053
2024-03-19 15:37:31.650039,h40ep8k0,GroupB,Window 6,17.45810701810475,27953.819782874572
