Session_Time,Participant,Group,Type,Phasic_Mean,Tonic_Mean
2024-03-12 12:27:46.807348,s718hh4o,GroupC,Baseline,3.3034384658663956,593.4903527876402
2024-03-12 12:27:46.807348,s718hh4o,GroupC,Window 1,2.142750019034739,75.14591519501484
2024-03-12 12:27:46.807348,s718hh4o,GroupC,Window 2,-0.0002213647258005342,35.69243630988992
2024-03-12 12:27:46.807348,s718hh4o,GroupC,Window 3,-8.390553916796742e-05,94.18640540431952
2024-03-12 12:27:46.807348,s718hh4o,GroupC,Window 4,-0.15462726737372726,35.645803575611076
2024-03-12 12:27:46.807348,s718hh4o,GroupC,Window 5,0.15474875290936144,334.7751826931321
2024-03-12 12:27:46.807348,s718hh4o,GroupC,Window 6,0.028819786358557087,37.58674304810884
2024-03-12 12:27:46.807348,s718hh4o,GroupC,Window 7,0.10074613195935239,46.87103567683888
2024-03-12 12:28:15.549715,d6trggw6,GroupC,Baseline,0.6451834417982603,2741.2682458342965
2024-03-12 12:28:15.549715,d6trggw6,GroupC,Window 1,-0.9560866411498002,2973.4373221858377
2024-03-12 12:28:15.549715,d6trggw6,GroupC,Window 2,-0.05047534887854029,3114.2514639536525
2024-03-12 12:28:15.549715,d6trggw6,GroupC,Window 3,0.44526905039213616,2977.3896463926153
2024-03-12 12:28:15.549715,d6trggw6,GroupC,Window 4,0.23310648663891317,3157.0966054043697
2024-03-12 12:28:15.549715,d6trggw6,GroupC,Window 5,-0.062200385748667236,3208.6942086679037
2024-03-12 12:28:15.549715,d6trggw6,GroupC,Window 6,-1.971512973619643,3315.323527383328
2024-03-12 12:28:15.549715,d6trggw6,GroupC,Window 7,2.564820559808425,3312.083976920908
2024-03-12 12:28:38.162729,fjbwsihs,GroupC,Baseline,-0.054158317939430246,1207.7846459575183
2024-03-12 12:28:38.162729,fjbwsihs,GroupC,Window 1,-0.13070265606035197,1426.1722772098458
2024-03-12 12:28:38.162729,fjbwsihs,GroupC,Window 2,-0.059345633878896194,1232.037602558623
2024-03-12 12:28:38.162729,fjbwsihs,GroupC,Window 3,-0.2393536656861943,1211.6711301552534
2024-03-12 12:28:38.162729,fjbwsihs,GroupC,Window 4,0.43561821407363,940.1664894165132
2024-03-12 12:28:38.162729,fjbwsihs,GroupC,Window 5,0.14597967657734018,1225.6052150898524
2024-03-12 12:28:38.162729,fjbwsihs,GroupC,Window 6,-1.827245081980825,1447.7514563906986
2024-03-12 12:28:38.162729,fjbwsihs,GroupC,Window 7,2.202768542567731,1519.1405420488602
2024-03-12 12:28:56.472553,zgq44p8k,GroupC,Baseline,-0.00034458925783079975,65532.451770756816
2024-03-12 12:28:56.472553,zgq44p8k,GroupC,Window 1,-0.0007261015302057006,65532.384013227624
2024-03-12 12:28:56.472553,zgq44p8k,GroupC,Window 2,-0.0004868541086364015,65532.49152593809
2024-03-12 12:28:56.472553,zgq44p8k,GroupC,Window 3,0.002035916733349404,65532.502012353216
2024-03-12 12:28:56.472553,zgq44p8k,GroupC,Window 4,0.0003347480775894261,65532.53846610279
2024-03-12 12:28:56.472553,zgq44p8k,GroupC,Window 5,-0.0012878977825324302,65532.52539848434
2024-03-12 12:28:56.472553,zgq44p8k,GroupC,Window 6,0.0007431048825571493,65532.531447593436
2024-03-12 12:28:56.472553,zgq44p8k,GroupC,Window 7,0.0004309569666472302,65532.58691986792
2024-03-12 12:29:21.315478,zlye0d24,GroupC,Baseline,-1.9712033286606783,11617.882233846538
2024-03-12 12:29:21.315478,zlye0d24,GroupC,Window 1,4.805408673143492,11986.265642648956
2024-03-12 12:29:21.315478,zlye0d24,GroupC,Window 2,1.3657254456555334,12357.10315387361
2024-03-12 12:29:21.315478,zlye0d24,GroupC,Window 3,-1.2008258094897124,12890.56727228721
2024-03-12 12:29:21.315478,zlye0d24,GroupC,Window 4,0.8268697316837232,12824.682519121814
2024-03-12 12:29:21.315478,zlye0d24,GroupC,Window 5,1.1599010936844514,13165.069580409794
2024-03-12 12:29:21.315478,zlye0d24,GroupC,Window 6,-0.5237678364001002,13311.001610943324
2024-03-12 12:29:21.315478,zlye0d24,GroupC,Window 7,1.518750061336476,13966.917562507515
