Session_Time,Participant,Group,Type,Phasic_Mean,Tonic_Mean
2024-05-07 11:20:19.344607,ae2kja5u,GroupC,Baseline,4.989225731087044,17228.373026115347
2024-05-07 11:20:19.344607,ae2kja5u,GroupC,Window 1,-10.164506733841032,22361.57692717092
2024-05-07 11:20:19.344607,ae2kja5u,GroupC,Window 2,8.961389114702447,19879.33622581258
2024-05-07 11:20:19.344607,ae2kja5u,GroupC,Window 3,2.9846043278680985,20103.13071618594
2024-05-07 11:21:55.236415,zzq192rp,GroupC,Baseline,0.34668439176281457,14163.082771070147
2024-05-07 11:21:55.236415,zzq192rp,GroupC,Window 1,44.39227187225066,35571.28709416923
2024-05-07 11:21:55.236415,zzq192rp,GroupC,Window 2,3.427230397756442,26347.749052718988
2024-05-07 11:21:55.236415,zzq192rp,GroupC,Window 3,-2.8244795320741924,23716.558192378503
2024-05-07 11:21:55.236415,zzq192rp,GroupC,Window 4,-0.18577463043458375,21683.65325819378
2024-05-07 11:21:55.236415,zzq192rp,GroupC,Window 5,3.4771944490178357,28403.904392159224
2024-05-07 11:21:55.236415,zzq192rp,GroupC,Window 6,0.017605943012845494,22402.571261355406
2024-05-07 11:21:55.236415,zzq192rp,GroupC,Window 7,-3.2775272121085606,19115.760924875478
2024-05-07 11:21:55.236415,zzq192rp,GroupC,Window 8,-0.7382736463572904,17004.91516429745
2024-05-07 11:21:55.236415,zzq192rp,GroupC,Window 9,0.14546215372792826,21980.40685102371
2024-05-07 11:22:47.564184,4pzbw8ti,GroupC,Baseline,0.48936905281059134,1343.805151131282
2024-05-07 11:22:47.564184,4pzbw8ti,GroupC,Window 1,0.2743404190917127,1829.9622308392168
2024-05-07 11:22:47.564184,4pzbw8ti,GroupC,Window 2,-0.16076296827767073,1874.7404961232162
2024-05-07 11:22:47.564184,4pzbw8ti,GroupC,Window 3,-1.0061454424010943,1741.2710899494602
2024-05-07 11:22:47.564184,4pzbw8ti,GroupC,Window 4,0.9378935478072188,1742.1966896520562
2024-05-07 11:22:47.564184,4pzbw8ti,GroupC,Window 5,0.06588804711576045,1803.812342390209
2024-05-07 11:22:47.564184,4pzbw8ti,GroupC,Window 6,0.31463547594637414,1894.890851669091
2024-05-07 11:22:47.564184,4pzbw8ti,GroupC,Window 7,-0.7707634451491299,1809.7208283894558
2024-05-07 11:22:47.564184,4pzbw8ti,GroupC,Window 8,0.3178202834622055,1852.8212061185727
2024-05-07 11:22:47.564184,4pzbw8ti,GroupC,Window 9,-0.053092031159556144,1737.3606822334655
2024-05-07 11:22:47.564184,4pzbw8ti,GroupC,Window 10,0.27977023375450083,1695.8174195505967
2024-05-07 11:23:28.793476,pr8gga0e,GroupC,Baseline,3.4257978117951122,16836.58823038605
2024-05-07 11:23:28.793476,pr8gga0e,GroupC,Window 1,5.000994941334931,20340.613464099428
2024-05-07 11:23:28.793476,pr8gga0e,GroupC,Window 2,3.125226181537407,20103.48992065048
2024-05-07 11:23:28.793476,pr8gga0e,GroupC,Window 3,-13.957423206974623,25670.95805403227
2024-05-07 11:23:28.793476,pr8gga0e,GroupC,Window 4,10.557883259253815,27464.590458380608
2024-05-07 11:23:28.793476,pr8gga0e,GroupC,Window 5,-1.9738441800272135,28330.67790489451
2024-05-07 11:23:28.793476,pr8gga0e,GroupC,Window 6,-1.0295199531563597,25697.636904704235
2024-05-07 11:23:28.793476,pr8gga0e,GroupC,Window 7,1.170484540590556,26690.391101700978
2024-05-07 11:23:28.793476,pr8gga0e,GroupC,Window 8,3.1009947715847463,22189.62515632844
2024-05-07 11:23:28.793476,pr8gga0e,GroupC,Window 9,1.7697264359178748,20488.199381029273
2024-05-07 11:24:30.438646,3dvp3eki,GroupC,Baseline,-10.835827425251063,37936.86052406378
2024-05-07 11:24:30.438646,3dvp3eki,GroupC,Window 1,3.87206616651025,53934.98407633706
2024-05-07 11:24:30.438646,3dvp3eki,GroupC,Window 2,-4.136948840887943,40354.65100875086
2024-05-07 11:24:30.438646,3dvp3eki,GroupC,Window 3,3.417167457207215,42373.91204195499
2024-05-07 11:24:30.438646,3dvp3eki,GroupC,Window 4,5.3748421668195245,53206.98676312721
2024-05-07 11:24:30.438646,3dvp3eki,GroupC,Window 5,-6.429941580233108,48778.460504532515
2024-05-07 11:24:30.438646,3dvp3eki,GroupC,Window 6,0.3234204391963599,51824.21742357226
2024-05-07 11:24:30.438646,3dvp3eki,GroupC,Window 7,4.863132689315733,49711.71572113543
2024-05-07 11:24:30.438646,3dvp3eki,GroupC,Window 8,-19.471997232791743,45641.75507893978
2024-05-07 11:24:30.438646,3dvp3eki,GroupC,Window 9,16.92949755396226,46769.78276459203
2024-05-07 11:24:30.438646,3dvp3eki,GroupC,Window 10,-9.384069842212725,48399.18731905906
